date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:26:21	53216/53216	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:20%20GMT	https://mikvachallenge.org/get-involved/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/get-involved/index.html	(from https://mikvachallenge.org/)
18:26:21	63639/63639	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://i3.ytimg.com/vi/MOm_L1ZMJJw/maxresdefault.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/i3.ytimg.com/vi/MOm_L1ZMJJw/maxresdefault.jpg	(from https://mikvachallenge.org/)
18:26:21	63736/63736	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:21%20GMT	https://mikvachallenge.org/get-involved/founders-circle/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/get-involved/founders-circle/index.html	(from https://mikvachallenge.org/)
18:26:21	59276/59276	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:21%20GMT	https://mikvachallenge.org/get-involved/educators/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/get-involved/educators/index.html	(from https://mikvachallenge.org/)
18:26:21	82529/82529	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://i3.ytimg.com/vi/8uivGQoOPdM/maxresdefault.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/i3.ytimg.com/vi/8uivGQoOPdM/maxresdefault.jpg	(from https://mikvachallenge.org/)
18:26:22	113183/113183	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://i3.ytimg.com/vi/pt0jPVYmQBU/maxresdefault.jpg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/i3.ytimg.com/vi/pt0jPVYmQBU/maxresdefault.jpg	(from https://mikvachallenge.org/)
18:26:22	58837/58837	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:21%20GMT	https://mikvachallenge.org/get-involved/youth/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/get-involved/youth/index.html	(from https://mikvachallenge.org/)
18:26:22	53300/53300	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:22%20GMT	https://mikvachallenge.org/donate/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/donate/index.html	(from https://mikvachallenge.org/)
18:26:23	34687/34687	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:22%20GMT	https://mikvachallenge.org/get-involved/careers/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/get-involved/careers/index.html	(from https://mikvachallenge.org/)
18:26:23	53227/53227	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:22%20GMT	https://mikvachallenge.org/about-us/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/about-us/index.html	(from https://mikvachallenge.org/)
18:26:23	61652/61652	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:23%20GMT	https://mikvachallenge.org/get-involved/events/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/get-involved/events/index.html	(from https://mikvachallenge.org/)
18:26:23	20877/20877	---M--	200	added ('OK')	image/png	etag:%225edab9dc-518d%22	https://mikvachallenge.org/wp-content/uploads/2020/06/Mikva-is-your-school-ready.png	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2020/06/Mikva-is-your-school-ready.png	(from https://mikvachallenge.org/)
18:26:23	69149/69149	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:23%20GMT	https://mikvachallenge.org/about-us/history/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/about-us/history/index.html	(from https://mikvachallenge.org/)
18:26:24	56419/56419	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:23%20GMT	https://mikvachallenge.org/about-us/abner-and-zoe/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/about-us/abner-and-zoe/index.html	(from https://mikvachallenge.org/)
18:26:24	135694/135694	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:24%20GMT	https://mikvachallenge.org/about-us/team/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/about-us/team/index.html	(from https://mikvachallenge.org/)
18:26:24	60117/60117	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:23%20GMT	https://mikvachallenge.org/about-us/boards/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/about-us/boards/index.html	(from https://mikvachallenge.org/)
18:26:24	49835/49835	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:24%20GMT	https://mikvachallenge.org/about-us/supporters/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/about-us/supporters/index.html	(from https://mikvachallenge.org/)
18:26:24	548719/548719	---M--	200	added ('OK')	image/png	etag:%225ed84993-85f6f%22	https://mikvachallenge.org/wp-content/uploads/2020/06/Screen-Shot-2020-06-03-at-8.08.11-PM.png	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2020/06/Screen-Shot-2020-06-03-at-8.08.11-PM.png	(from https://mikvachallenge.org/)
18:26:24	57707/57707	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:24%20GMT	https://mikvachallenge.org/our-work/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/our-work/index.html	(from https://mikvachallenge.org/)
18:26:25	232951/232951	---M--	200	added ('OK')	image/jpeg	etag:%225ed6bf06-38df7%22	https://mikvachallenge.org/wp-content/uploads/2020/06/kfKPrNBw-scaled.jpeg	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2020/06/kfKPrNBw-scaled.jpg	(from https://mikvachallenge.org/)
18:26:25	46911/46911	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:25%20GMT	https://mikvachallenge.org/our-work/theory-of-change/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/our-work/theory-of-change/index.html	(from https://mikvachallenge.org/)
18:26:26	60285/60285	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:25%20GMT	https://mikvachallenge.org/our-work/programs/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/our-work/programs/index.html	(from https://mikvachallenge.org/)
18:26:26	656453/656453	---M--	200	added ('OK')	image/png	etag:%225ed56a05-a0445%22	https://mikvachallenge.org/wp-content/uploads/2020/06/Thank-You-Banner-01.png	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2020/06/Thank-You-Banner-01.png	(from https://mikvachallenge.org/)
18:26:26	71768/71768	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Jun%202020%2017:31:38%20GMT	https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/103710193_388047828819976_6792305108693066037_n.jpg?_nc_cat=109&_nc_sid=8ae9d6&_nc_ohc=Jkbx6WqAdhYAX-zc4DZ&_nc_ht=scontent-iad3-1.cdninstagram.com&oh=43413b75b4d7a4c53e67516fa6095f5e&oe=5F06ABE3	C:/Users/pradipta_mallick/Desktop/dfwincomelab/scontent-iad3-1.cdninstagram.com/v/t51.2885-15/103710193_388047828819976_6792305108693066037_n09f4.jpg	(from https://mikvachallenge.org/)
18:26:26	75195/75195	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:26%20GMT	https://mikvachallenge.org/our-work/impact/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/our-work/impact/index.html	(from https://mikvachallenge.org/)
18:26:26	66445/66445	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:26%20GMT	https://mikvachallenge.org/our-work/youth-voices/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/our-work/youth-voices/index.html	(from https://mikvachallenge.org/)
18:26:26	176/176	---M--	200	added ('OK')	image/png	etag:%225ed93a24-b0%22	https://mikvachallenge.org/wp-content/plugins/instagram-feed-pro/img/placeholder.png	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/plugins/instagram-feed-pro/img/placeholder.png	(from https://mikvachallenge.org/)
18:26:26	64566/64566	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:26%20GMT	https://mikvachallenge.org/our-work/reflections/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/our-work/reflections/index.html	(from https://mikvachallenge.org/)
18:26:27	173258/173258	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jun%202020%2021:15:15%20GMT	https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/102557352_710398599518726_7963676269435461456_n.jpg?_nc_cat=106&_nc_sid=8ae9d6&_nc_ohc=8p0CSnhEIFwAX_KrstH&_nc_ht=scontent-iad3-1.cdninstagram.com&oh=3b1eb4fa21b029eb8460868fb0c4370a&oe=5F086B10	C:/Users/pradipta_mallick/Desktop/dfwincomelab/scontent-iad3-1.cdninstagram.com/v/t51.2885-15/102557352_710398599518726_7963676269435461456_n4a7f.jpg	(from https://mikvachallenge.org/)
18:26:27	53664/53664	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:27%20GMT	https://mikvachallenge.org/teacher-resources/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/teacher-resources/index.html	(from https://mikvachallenge.org/)
18:26:27	32641/32641	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jun%202020%2018:03:12%20GMT	https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/81197852_2657714574332964_289994117153540656_n.jpg?_nc_cat=102&_nc_sid=8ae9d6&_nc_ohc=lbTJqdr_mr8AX-4o3tI&_nc_ht=scontent-iad3-1.cdninstagram.com&oh=841a9bcbe374ed26117cd9772515b06c&oe=5F064F99	C:/Users/pradipta_mallick/Desktop/dfwincomelab/scontent-iad3-1.cdninstagram.com/v/t51.2885-15/81197852_2657714574332964_289994117153540656_n20a0.jpg	(from https://mikvachallenge.org/)
18:26:27	58114/58114	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:27%20GMT	https://mikvachallenge.org/locations/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/locations/index.html	(from https://mikvachallenge.org/)
18:26:27	666539/666539	---M--	200	added ('OK')	application/pdf	etag:%225e1cc150-a2bab%22	https://mikvachallenge.org/wp-content/uploads/2020/01/Mikva-Challenge-Kit_OCT-2019.pdf	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/uploads/2020/01/Mikva-Challenge-Kit_OCT-2019.pdf	(from https://mikvachallenge.org/)
18:26:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jun%202020%2023:26:27%20GMT	https://mikvachallenge.org/contact	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/contact	(from https://mikvachallenge.org/)
18:26:28	19526/19526	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e5e8b45-4c46%22	https://mikvachallenge.org/wp-content/plugins/page-scroll-to-id/js/page-scroll-to-id.min.js?ver=1.6.7	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/plugins/page-scroll-to-id/js/page-scroll-to-id.min694e.js	(from https://mikvachallenge.org/)
18:26:28	57988/57988	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:28%20GMT	https://mikvachallenge.org/locations/illinois/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/locations/illinois/index.html	(from https://mikvachallenge.org/)
18:26:28	2652/2652	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d15c9f0-a5c%22	https://mikvachallenge.org/wp-content/themes/radracer4.1/js/jquery.resizeimagetoparent.js?ver=1.0.0	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/themes/radracer4.1/js/jquery.resizeimagetoparent8a54.js	(from https://mikvachallenge.org/)
18:26:28	57282/57282	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:28%20GMT	https://mikvachallenge.org/locations/california/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/locations/california/index.html	(from https://mikvachallenge.org/)
18:26:28	1434/1434	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e861b00-59a%22	https://mikvachallenge.org/wp-includes/js/wp-embed.min.js?ver=5.4.1	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-includes/js/wp-embed.minc225.js	(from https://mikvachallenge.org/)
18:26:29	189697/189697	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ed93a1f-2e501%22	https://mikvachallenge.org/wp-content/plugins/ajax-load-more/core/dist/js/ajax-load-more.min.js?ver=5.3.4	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/wp-content/plugins/ajax-load-more/core/dist/js/ajax-load-more.min03ec.js	(from https://mikvachallenge.org/)
18:26:29	53978/53978	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jun%202020%2023:26:29%20GMT	https://mikvachallenge.org/locations/washington-dc/	C:/Users/pradipta_mallick/Desktop/dfwincomelab/mikvachallenge.org/locations/washington-dc/index.html	(from https://mikvachallenge.org/)
